Name,Location,Distance,Rate,Grade,Price,Review,TypeRoom,TypeBed,CancellationPolicy,DateOfVacation,SnapShotDate,numOfNights,TimeToTravel
Best Western Plus Hospitality House Suites,"Midtown East, New York",1.6 km from center,8.3,Very Good,"₪ 6,109",711 reviews,Queen Room with Roll-In Shower - ADA,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Wyndham Garden Long Island City,"Long Island City, Queens",3.2 km from center,7.5,Good,"₪ 3,518",696 reviews,Standard King Room,1 king bed,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Hyatt Place New York City/Times Square,"Hell's Kitchen, New York",1.7 km from center,7.6,Good,"₪ 5,498","15,257 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Ravel Hotel Trademark Collection by Wyndham,"Long Island City, Queens",3.2 km from center,7.8,Good,"₪ 4,166","2,907 reviews",Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
SpringHill Suites by Marriott New York Midtown Manhattan/Park Ave,"Flatiron District, New York",3.1 km from center,8.1,Very Good,"₪ 5,732",54 reviews,"Studio, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Riu Plaza Manhattan Times Square,"Manhattan, New York",1 km from center,8.6,Excellent,"₪ 5,607","6,757 reviews",Deluxe Family King,"2 beds (1 king, 1 sofa bed)",FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
The Benjamin Royal Sonesta New York,"Midtown East, New York",1.5 km from center,7.6,Good,"₪ 5,895",594 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
W New York - Union Square,"Union Square, New York",3.5 km from center,7.6,Good,"₪ 6,491",169 reviews,"Wonderful Guest Room, Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
"The New Yorker, A Wyndham Hotel","Hell's Kitchen, New York",2 km from center,7.7,Good,"₪ 5,049","9,092 reviews",Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Four Points by Sheraton Midtown - Times Square,"Hell's Kitchen, New York",1.6 km from center,7.7,Good,"₪ 4,869","1,879 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
The Moore,"Chelsea, New York",3 km from center,8.5,Very Good,"₪ 5,498",884 reviews,View Queen,1 queen bed,Free cancellation,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Lotte New York Palace,"Midtown East, New York",1.3 km from center,8.1,Very Good,"₪ 11,554",334 reviews,Superior Room with Two Double Beds,2 full beds,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Fairfield Inn by Marriott New York Manhattan/Financial District,"Wall Street - Financial District, New York",7.2 km from center,7.5,Good,"₪ 4,151","2,301 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Empire Hotel,"Upper West Side, New York",400 m from center,6.8,Review score,"₪ 4,156","2,547 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Hotel Edison Times Square,"Manhattan, New York",1 km from center,7.3,Good,"₪ 5,211","11,138 reviews",Signature 1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,"Hell's Kitchen, New York",1.6 km from center,7.6,Good,"₪ 5,092","4,561 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
"Holiday Inn Express - Times Square South, an IHG Hotel","Manhattan, New York",2 km from center,7.7,Good,"₪ 5,204","3,290 reviews",Room Selected at Check-In,1 king bed,Free cancellation,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Warwick New York,"Manhattan, New York",0.7 km from center,7.8,Good,"₪ 5,391","4,444 reviews",Premier King Bed,1 king bed,Free cancellation,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Grayson Hotel,"Manhattan, New York",1.8 km from center,8.3,Very Good,"₪ 5,319",65 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
SpringHill Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Very Good,"₪ 5,714","4,156 reviews",1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
citizenM New York Times Square,"Manhattan, New York",0.8 km from center,8.7,Excellent,"₪ 6,594","2,762 reviews",King Room,1 king bed,Free cancellation,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
"Hotel Shocard Broadway, Times Square","Manhattan, New York",1.5 km from center,7.6,Good,"₪ 3,684","1,072 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Hyatt Place Long Island City,"Long Island City, Queens",4.1 km from center,8.5,Very Good,"₪ 3,879",898 reviews,King Room,,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Sofitel New York,"Manhattan, New York",1.4 km from center,7.5,Good,"₪ 7,085",527 reviews,Superior Queen Room,1 queen bed,Free cancellation,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Moxy NYC Chelsea,"Chelsea, New York",2.5 km from center,8.3,Very Good,"₪ 5,739","3,748 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,"Manhattan, New York",1.9 km from center,8.3,Very Good,"₪ 5,667",316 reviews,King Studio,"Entire studio • 1 bathroom • 18m²
1 king bed",FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
"The Hoxton, Williamsburg","Williamsburg, Brooklyn",5.6 km from center,8.0,Very Good,"₪ 5,583",555 reviews,Cozy Brooklyn View,1 king bed,Free cancellation,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,"Hell's Kitchen, New York",2.1 km from center,8.2,Very Good,"₪ 8,064","3,997 reviews",Deluxe Double Room with City View,2 full beds,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Penny Williamsburg,"Williamsburg, Brooklyn",6.3 km from center,8.8,Excellent,"₪ 4,590",480 reviews,Queen,1 queen bed,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
MADE Hotel,"NoMad, New York",2.5 km from center,8.6,Excellent,"₪ 6,774","1,022 reviews",Studio,"Entire studio • 1 bathroom • 18m²
1 king bed",FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Courtyard New York Downtown Manhattan/Financial District,"Wall Street - Financial District, New York",7.1 km from center,7.3,Good,"₪ 3,806",617 reviews,"Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Omni Berkshire Place,"Midtown East, New York",1.1 km from center,8.7,Excellent,"₪ 6,858",551 reviews,Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
"Candlewood Suites NYC -Times Square, an IHG Hotel","Hell's Kitchen, New York",1.6 km from center,7.5,Good,"₪ 4,316","1,374 reviews",Queen Studio,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
W New York - Times Square,"Manhattan, New York",1 km from center,7.7,Good,"₪ 6,399",900 reviews,"Wonderful Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
YOTEL New York Times Square,"Hell's Kitchen, New York",1.5 km from center,7.1,Good,"₪ 4,257","3,832 reviews",Premium Queen View,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
citizenM New York Bowery,"Lower East Side, New York",5.4 km from center,8.8,Excellent,"₪ 5,682","2,196 reviews",King Room,1 king bed,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Arlo Midtown,"Hell's Kitchen, New York",1.7 km from center,8.7,Excellent,"₪ 5,960","3,066 reviews",King Urban,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
SIXTY SoHo,"SoHo, New York",5.2 km from center,8.2,Very Good,"₪ 6,339",737 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Renaissance New York Times Square Hotel,"Manhattan, New York",1 km from center,8.5,Very Good,"₪ 6,156","1,327 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Millennium Hotel Broadway Times Square,"Manhattan, New York",1.3 km from center,7.0,Good,"₪ 4,643","5,956 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Hampton Inn Times Square Central,"Manhattan, New York",1.5 km from center,8.2,Very Good,"₪ 5,376","2,268 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
"Marriott Vacation Club Pulse, New York City","Manhattan, New York",1.9 km from center,8.9,Excellent,"₪ 4,865",126 reviews,King Room,1 king bed,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
The Pearl Hotel,"Manhattan, New York",0.8 km from center,8.6,Excellent,"₪ 6,290",992 reviews,Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Courtyard By Marriott Jersey City Newport,"Newport, Jersey City",6.3 km from center,8.3,Very Good,"₪ 4,970",418 reviews,King Room with Sofa Bed,"2 beds (1 king, 1 sofa bed)",Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Moxy NYC East Village,"East Village, New York",4.1 km from center,8.2,Very Good,"₪ 5,984","1,688 reviews","Guest room, 2 Double",2 full beds,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Executive Hotel Le Soleil New York,"Manhattan, New York",2 km from center,8.2,Very Good,"₪ 5,840","2,510 reviews",Executive Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Casablanca Hotel by Library Hotel Collection,"Manhattan, New York",1.3 km from center,9.4,Wonderful,"₪ 9,025",80 reviews,Deluxe Queen Room,1 queen bed,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Courtyard by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.2,Very Good,"₪ 6,472","3,382 reviews",King or Queen Room with City View,1 queen bed,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Hotel Hendricks,"Manhattan, New York",1.8 km from center,7.8,Good,"₪ 5,789","1,602 reviews",Deluxe Queen Room,1 queen bed,Free cancellation,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Aliz Hotel Times Square,"Hell's Kitchen, New York",1.6 km from center,7.8,Good,"₪ 4,577","3,630 reviews",Double or Twin Room,2 full beds,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Soho Grand Hotel,"SoHo, New York",5.5 km from center,8.3,Very Good,"₪ 7,520","1,231 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,"Manhattan, New York",1.9 km from center,7.4,Good,"₪ 4,330",466 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Renaissance New York Chelsea Hotel,"Chelsea, New York",2.8 km from center,7.8,Good,"₪ 6,278",540 reviews,"Guest Room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
ModernHaus SoHo,"SoHo, New York",5.4 km from center,8.5,Very Good,"₪ 7,601",469 reviews,Newly Renovated Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Nolitan Hotel SoHo - New York,"SoHo, New York",5.4 km from center,7.9,Good,"₪ 4,409","1,155 reviews",Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Millennium Downtown New York,"Wall Street - Financial District, New York",6.8 km from center,7.3,Good,"₪ 4,220","3,672 reviews",Queen Room with Roll-In Shower - Disability Access,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Citadines Connect Fifth Avenue New York,"Manhattan, New York",1.4 km from center,7.7,Good,"₪ 4,596","2,920 reviews",Premier King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Courtyard by Marriott New York Manhattan/Chelsea,"Chelsea, New York",2.4 km from center,8.3,Very Good,"₪ 6,609",762 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Pod 39,"Murray Hill, New York",2.1 km from center,8.1,Very Good,"₪ 4,200","6,070 reviews",Bunk Bed Room,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Arlo NoMad,"NoMad, New York",2.4 km from center,8.1,Very Good,"₪ 5,518","2,431 reviews",Twin Room,2 bunk beds,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
LUMA Hotel - Times Square,"Manhattan, New York",1.5 km from center,9.0,Wonderful,"₪ 8,499","2,172 reviews",Park Plaza King Studio with Sofa Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Carnegie Hotel,"Manhattan, New York",400 m from center,8.6,Excellent,"₪ 6,247","1,119 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Hilton Club The Central at 5th New York,"Midtown East, New York",1.3 km from center,8.6,Excellent,"₪ 5,483",62 reviews,King Studio,"Entire studio • 1 bathroom • 32m²
1 king bed",Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Hilton Garden Inn New York/Midtown Park Avenue,"Manhattan, New York",2.4 km from center,8.0,Very Good,"₪ 5,424",874 reviews,Double Room with Two Double Beds,2 full beds,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Iroquois New York Times Square,"Manhattan, New York",1.4 km from center,8.2,Very Good,"₪ 7,637","1,751 reviews",Premium Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
The William Vale,"Williamsburg, Brooklyn",5.5 km from center,8.1,Very Good,"₪ 10,063","1,158 reviews",Gotham Queen with Balcony,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Hampton Inn Seaport Financial District,"Wall Street - Financial District, New York",6.8 km from center,7.9,Good,"₪ 5,206","1,259 reviews",King Room,1 king bed,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Hyatt Regency Jersey City,Jersey City,7.1 km from center,8.0,Very Good,"₪ 7,067",889 reviews,Double Room with Two Double Beds,2 full beds,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
The Evelyn NoMad,"NoMad, New York",2.7 km from center,7.6,Good,"₪ 6,523","2,617 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Sheraton New York Times Square Hotel,"Manhattan, New York",0.6 km from center,7.4,Good,"₪ 5,617",979 reviews,"Traditional, Guest room, 1 Queen",1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Four Points by Sheraton Manhattan Chelsea,"Chelsea, New York",2.8 km from center,7.0,Good,"₪ 4,294",994 reviews,"Guest room, 2 Queen, Corner room",2 queen beds,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Hotel Mulberry,"Chinatown, New York",6.1 km from center,8.4,Very Good,"₪ 4,474",366 reviews,Deluxe King Room,1 king bed,Free cancellation,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Sonesta Simply Suites Jersey City,Jersey City,6.8 km from center,8.5,Very Good,"₪ 4,101",656 reviews,Studio Queen Suite,1 queen bed,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
CIVILIAN Hotel,"Hell's Kitchen, New York",0.9 km from center,8.5,Very Good,"₪ 5,157","1,274 reviews",Double Room,1 queen bed,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Hyatt House Jersey City,Jersey City,7.3 km from center,8.2,Very Good,"₪ 6,822","1,532 reviews",Queen Room with Two Queen Beds,2 queen beds,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Pestana CR7 Times Square,"Hell's Kitchen, New York",1.6 km from center,8.1,Very Good,"₪ 5,172","1,409 reviews",Comfort Double Room,2 full beds,Free cancellation,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Aloft Brooklyn,"Downtown Brooklyn, Brooklyn",8.5 km from center,6.0,Review score,"₪ 2,733",882 reviews,"Guest Room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
The Muse New York,"Manhattan, New York",1.1 km from center,8.2,Very Good,"₪ 6,613",980 reviews,Executive King,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Dylan Hotel NYC,"Murray Hill, New York",1.8 km from center,7.8,Good,"₪ 4,499","2,367 reviews",Luxury King Room,1 queen bed,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Ace Hotel New York,"NoMad, New York",2.5 km from center,7.9,Good,"₪ 6,098","1,036 reviews",Medium Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Concorde Hotel New York,"Midtown East, New York",1.3 km from center,8.6,Excellent,"₪ 6,439","1,255 reviews",Deluxe Guest Room,1 queen bed,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
