Name,Location,Distance,Rate,Grade,Price,Review,TypeRoom,TypeBed,CancellationPolicy,DateOfVacation,SnapShotDate,numOfNights,TimeToTravel
33 Seaport Hotel New York,"Wall Street - Financial District, New York",6.9 km from center,8.7,Excellent,"₪ 3,527",289 reviews,Superior Courtyard King,1 king bed,Free cancellation,2023-04-23-2023-04-26,2023-03-26,3 nights,28.0
Sheraton New York Times Square Hotel,"Manhattan, New York",0.6 km from center,7.4,Good,"₪ 3,382",979 reviews,Traditional Queen Room with Adapted Tub - Mobility and Hearing Accessible,1 queen bed,Prepayment,2023-04-23-2023-04-26,2023-03-26,3 nights,28.0
City Club Hotel,"Manhattan, New York",1.4 km from center,7.3,Good,"₪ 3,128","1,267 reviews",Queen Luxe Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-26,2023-03-26,3 nights,28.0
Hotel Mulberry,"Chinatown, New York",6.1 km from center,8.4,Very Good,"₪ 2,684",366 reviews,Deluxe King Room,1 king bed,Free cancellation,2023-04-23-2023-04-26,2023-03-26,3 nights,28.0
Pod 51,"Midtown East, New York",1.7 km from center,7.8,Good,"₪ 2,577","7,130 reviews",Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-26,2023-03-26,3 nights,28.0
Four Points by Sheraton Manhattan Chelsea,"Chelsea, New York",2.8 km from center,7.0,Good,"₪ 2,591",994 reviews,"Guest room, 2 Queen, Corner room",2 queen beds,FREE cancellation • No prepayment needed,2023-04-23-2023-04-26,2023-03-26,3 nights,28.0
Margaritaville Resort Times Square,"Manhattan, New York",1.5 km from center,8.8,Excellent,"₪ 4,072","1,470 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Pod Brooklyn,"Williamsburg, Brooklyn",6.2 km from center,8.2,Very Good,"₪ 1,948","2,888 reviews",Queen Pod,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
The Tillary Hotel Brooklyn,"Downtown Brooklyn, Brooklyn",8 km from center,7.5,Good,"₪ 3,042",226 reviews,Classic King,Multiple bed types,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Holland Hotel Free Parking Jersey City,Jersey City,6.5 km from center,8.3,Very Good,"₪ 2,194",965 reviews,King Room - Non-Smoking,1 king bed,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
TownePlace Suites by Marriott New York Manhattan/Chelsea,"Chelsea, New York",2.5 km from center,8.1,Very Good,"₪ 4,318","2,468 reviews",King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
The Cloud One New York-Downtown,"Wall Street - Financial District, New York",7 km from center,8.2,Very Good,"₪ 3,651",652 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Pod Times Square,"Hell's Kitchen, New York",1.4 km from center,8.1,Very Good,"₪ 2,986","13,015 reviews",Bunk Pod,2 twin beds,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Riu Plaza Manhattan Times Square,"Manhattan, New York",1 km from center,8.6,Excellent,"₪ 3,891","6,757 reviews",Deluxe King,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Sheraton Brooklyn New York,"Downtown Brooklyn, Brooklyn",8.5 km from center,7.1,Good,"₪ 2,890","1,815 reviews","Club level, Guest room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
SpringHill Suites by Marriott New York Manhattan Chelsea,"Chelsea, New York",2.5 km from center,8.2,Very Good,"₪ 4,418","4,017 reviews",King Room,"Private suite
1 king bed",FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,"Hell's Kitchen, New York",0.7 km from center,7.9,Good,"₪ 4,262","1,049 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
The FIDI Hotel,"Wall Street - Financial District, New York",7.6 km from center,8.9,Excellent,"₪ 3,348",23 reviews,Superior Corner Queen,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Best Western Plus Hospitality House Suites,"Midtown East, New York",1.6 km from center,8.3,Very Good,"₪ 4,887",711 reviews,Queen Room with Roll-In Shower - ADA,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
SpringHill Suites by Marriott New York Midtown Manhattan/Park Ave,"Flatiron District, New York",3.1 km from center,8.1,Very Good,"₪ 4,657",54 reviews,"Studio, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Ravel Hotel Trademark Collection by Wyndham,"Long Island City, Queens",3.2 km from center,7.8,Good,"₪ 3,361","2,907 reviews",Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
The Benjamin Royal Sonesta New York,"Midtown East, New York",1.5 km from center,7.6,Good,"₪ 6,677",594 reviews,Deluxe King Studio,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
W New York - Union Square,"Union Square, New York",3.5 km from center,7.6,Good,"₪ 5,150",169 reviews,"Wonderful Guest Room, Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Hyatt Place New York City/Times Square,"Hell's Kitchen, New York",1.7 km from center,7.6,Good,"₪ 4,657","15,257 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
"The New Yorker, A Wyndham Hotel","Hell's Kitchen, New York",2 km from center,7.7,Good,"₪ 4,018","9,092 reviews",Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
The Moore,"Chelsea, New York",3 km from center,8.5,Very Good,"₪ 4,179",884 reviews,Accessible Queen,1 queen bed,Free cancellation,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Empire Hotel,"Upper West Side, New York",400 m from center,6.8,Review score,"₪ 3,254","2,547 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Wyndham Garden Long Island City,"Long Island City, Queens",3.2 km from center,7.5,Good,"₪ 2,794",696 reviews,Standard King Room,1 king bed,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Hotel Edison Times Square,"Manhattan, New York",1 km from center,7.3,Good,"₪ 3,920","11,138 reviews",Signature 1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Four Points by Sheraton Midtown - Times Square,"Hell's Kitchen, New York",1.6 km from center,7.7,Good,"₪ 3,849","1,879 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Lotte New York Palace,"Midtown East, New York",1.3 km from center,8.1,Very Good,"₪ 9,182",334 reviews,Superior Room with Two Double Beds,2 full beds,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
"Holiday Inn Express - Times Square South, an IHG Hotel","Manhattan, New York",2 km from center,7.7,Good,"₪ 4,043","3,290 reviews",Room Selected at Check-In,1 king bed,Free cancellation,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
"The Hoxton, Williamsburg","Williamsburg, Brooklyn",5.6 km from center,8.0,Very Good,"₪ 3,970",555 reviews,Cozy,1 king bed,Free cancellation,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
"Hotel Shocard Broadway, Times Square","Manhattan, New York",1.5 km from center,7.6,Good,"₪ 3,095","1,072 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Warwick New York,"Manhattan, New York",0.7 km from center,7.8,Good,"₪ 4,294","4,444 reviews",Premier King Bed,1 king bed,Free cancellation,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Grayson Hotel,"Manhattan, New York",1.8 km from center,8.3,Very Good,"₪ 4,212",65 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,"Hell's Kitchen, New York",1.6 km from center,7.6,Good,"₪ 4,126","4,561 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
citizenM New York Times Square,"Manhattan, New York",0.8 km from center,8.7,Excellent,"₪ 5,412","2,762 reviews",King Room,1 king bed,Free cancellation,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
citizenM New York Bowery,"Lower East Side, New York",5.4 km from center,8.8,Excellent,"₪ 4,657","2,196 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
SpringHill Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Very Good,"₪ 4,772","4,156 reviews",1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Hyatt Place Long Island City,"Long Island City, Queens",4.1 km from center,8.5,Very Good,"₪ 3,275",898 reviews,King Room,,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Moxy NYC Chelsea,"Chelsea, New York",2.5 km from center,8.3,Very Good,"₪ 4,611","3,748 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
DoubleTree by Hilton New York Times Square South,"Hell's Kitchen, New York",1.8 km from center,7.9,Good,"₪ 4,099","4,470 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
MADE Hotel,"NoMad, New York",2.5 km from center,8.6,Excellent,"₪ 5,797","1,022 reviews",Studio,"Entire studio • 1 bathroom • 18m²
1 king bed",FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
SIXTY SoHo,"SoHo, New York",5.2 km from center,8.2,Very Good,"₪ 5,582",737 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Penny Williamsburg,"Williamsburg, Brooklyn",6.3 km from center,8.8,Excellent,"₪ 3,441",480 reviews,Queen,1 queen bed,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Omni Berkshire Place,"Midtown East, New York",1.1 km from center,8.7,Excellent,"₪ 5,563",551 reviews,Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Courtyard New York Downtown Manhattan/Financial District,"Wall Street - Financial District, New York",7.1 km from center,7.3,Good,"₪ 3,119",617 reviews,"Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Arlo Midtown,"Hell's Kitchen, New York",1.7 km from center,8.7,Excellent,"₪ 4,619","3,066 reviews",King Urban,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
"InterContinental New York Barclay Hotel, an IHG Hotel","Midtown East, New York",1.5 km from center,8.0,Very Good,"₪ 6,454",910 reviews,Classic Double Room,,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
"Marriott Vacation Club Pulse, New York City","Manhattan, New York",1.9 km from center,8.9,Excellent,"₪ 3,790",126 reviews,King Room,1 king bed,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
LUMA Hotel - Times Square,"Manhattan, New York",1.5 km from center,9.0,Wonderful,"₪ 6,193","2,172 reviews",Urban Room With Two Queen Beds,2 queen beds,Free cancellation,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
"Candlewood Suites NYC -Times Square, an IHG Hotel","Hell's Kitchen, New York",1.6 km from center,7.5,Good,"₪ 3,486","1,374 reviews",Room Selected at Check-In,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,"Manhattan, New York",1.9 km from center,8.3,Very Good,"₪ 4,693",316 reviews,King Studio,"Entire studio • 1 bathroom • 18m²
1 king bed",FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
YOTEL New York Times Square,"Hell's Kitchen, New York",1.5 km from center,7.1,Good,"₪ 3,424","3,832 reviews",Premium Queen View,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Hampton Inn Times Square Central,"Manhattan, New York",1.5 km from center,8.2,Very Good,"₪ 4,387","2,268 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
The Pearl Hotel,"Manhattan, New York",0.8 km from center,8.6,Excellent,"₪ 5,236",992 reviews,Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Renaissance New York Times Square Hotel,"Manhattan, New York",1 km from center,8.5,Very Good,"₪ 4,999","1,327 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Millennium Hotel Broadway Times Square,"Manhattan, New York",1.3 km from center,7.0,Good,"₪ 3,660","5,956 reviews",Queen Room with Bath Tub - Hearing/Mobility Accessible,1 queen bed,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Fairfield Inn by Marriott New York Manhattan/Financial District,"Wall Street - Financial District, New York",7.2 km from center,7.5,Good,"₪ 3,651","2,301 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Casablanca Hotel by Library Hotel Collection,"Manhattan, New York",1.3 km from center,9.4,Wonderful,"₪ 6,906",80 reviews,Petite Queen Room,1 queen bed,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Executive Hotel Le Soleil New York,"Manhattan, New York",2 km from center,8.2,Very Good,"₪ 4,693","2,510 reviews",Executive Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Moxy NYC East Village,"East Village, New York",4.1 km from center,8.2,Very Good,"₪ 4,765","1,688 reviews","Guest room, 4 Twin/Single Bed(s) bunk",2 bunk beds,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Courtyard by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.2,Very Good,"₪ 5,110","3,382 reviews",King or Queen Room with City View,1 queen bed,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Hotel Hendricks,"Manhattan, New York",1.8 km from center,7.8,Good,"₪ 4,417","1,602 reviews",Deluxe Queen Room,1 queen bed,Free cancellation,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Sofitel New York,"Manhattan, New York",1.4 km from center,7.5,Good,"₪ 6,429",527 reviews,Superior Queen Room,1 queen bed,Free cancellation,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Nolitan Hotel SoHo - New York,"SoHo, New York",5.4 km from center,7.9,Good,"₪ 3,637","1,155 reviews",Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
ModernHaus SoHo,"SoHo, New York",5.4 km from center,8.5,Very Good,"₪ 6,001",469 reviews,Newly Renovated Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Aliz Hotel Times Square,"Hell's Kitchen, New York",1.6 km from center,7.8,Good,"₪ 3,889","3,630 reviews",Double or Twin Room,2 full beds,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Iroquois New York Times Square,"Manhattan, New York",1.4 km from center,8.2,Very Good,"₪ 5,966","1,751 reviews",Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Soho Grand Hotel,"SoHo, New York",5.5 km from center,8.3,Very Good,"₪ 5,906","1,231 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Carnegie Hotel,"Manhattan, New York",400 m from center,8.6,Excellent,"₪ 5,227","1,119 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Courtyard By Marriott Jersey City Newport,"Newport, Jersey City",6.3 km from center,8.3,Very Good,"₪ 4,086",418 reviews,King Room with Sofa Bed,"2 beds (1 king, 1 sofa bed)",Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
W New York - Times Square,"Manhattan, New York",1 km from center,7.7,Good,"₪ 5,181",900 reviews,"Wonderful Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Citadines Connect Fifth Avenue New York,"Manhattan, New York",1.4 km from center,7.7,Good,"₪ 3,694","2,920 reviews",Premier King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Hilton Garden Inn New York/Midtown Park Avenue,"Manhattan, New York",2.4 km from center,8.0,Very Good,"₪ 4,297",874 reviews,Double Room with Two Double Beds,2 full beds,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Hampton Inn Seaport Financial District,"Wall Street - Financial District, New York",6.8 km from center,7.9,Good,"₪ 3,956","1,259 reviews",Queen Room,1 queen bed,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Pod 39,"Murray Hill, New York",2.1 km from center,8.1,Very Good,"₪ 3,418","6,070 reviews",Bunk Bed Room,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Arlo NoMad,"NoMad, New York",2.4 km from center,8.1,Very Good,"₪ 4,444","2,431 reviews",Twin Room,2 bunk beds,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Hyatt Regency Jersey City,Jersey City,7.1 km from center,8.0,Very Good,"₪ 5,654",889 reviews,Double Room with Two Double Beds,2 full beds,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Dylan Hotel NYC,"Murray Hill, New York",1.8 km from center,7.8,Good,"₪ 3,536","2,367 reviews",Luxury King Room,1 queen bed,Free cancellation,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Hotel Indigo Lower East Side New York,"Lower East Side, New York",5.2 km from center,7.6,Good,"₪ 4,226",733 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
The Muse New York,"Manhattan, New York",1.1 km from center,8.2,Very Good,"₪ 5,272",980 reviews,Executive King,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Hilton Club The Central at 5th New York,"Midtown East, New York",1.3 km from center,8.6,Excellent,"₪ 4,753",62 reviews,King Studio,"Entire studio • 1 bathroom • 32m²
1 king bed",Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Pestana CR7 Times Square,"Hell's Kitchen, New York",1.6 km from center,8.1,Very Good,"₪ 4,066","1,409 reviews",Comfort Double Room,2 full beds,Free cancellation,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Hotel Mulberry,"Chinatown, New York",6.1 km from center,8.4,Very Good,"₪ 3,579",366 reviews,Deluxe King Room,1 king bed,Free cancellation,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Hyatt House Jersey City,Jersey City,7.3 km from center,8.2,Very Good,"₪ 5,475","1,532 reviews",Queen Room with Two Queen Beds,2 queen beds,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Pod 51,"Midtown East, New York",1.7 km from center,7.8,Good,"₪ 3,047","7,130 reviews",Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,"Manhattan, New York",1.9 km from center,7.4,Good,"₪ 3,572",466 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
CIVILIAN Hotel,"Hell's Kitchen, New York",0.9 km from center,8.5,Very Good,"₪ 3,975","1,274 reviews",Double Room,1 queen bed,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Renaissance New York Chelsea Hotel,"Chelsea, New York",2.8 km from center,7.8,Good,"₪ 5,272",540 reviews,"Guest Room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Aloft Brooklyn,"Downtown Brooklyn, Brooklyn",8.5 km from center,6.0,Review score,"₪ 2,228",882 reviews,"Guest Room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Millennium Downtown New York,"Wall Street - Financial District, New York",6.8 km from center,7.3,Good,"₪ 3,453","3,672 reviews",Queen Room with Roll-In Shower - Disability Access,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Ace Hotel New York,"NoMad, New York",2.5 km from center,7.9,Good,"₪ 4,704","1,036 reviews",Medium Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Concorde Hotel New York,"Midtown East, New York",1.3 km from center,8.6,Excellent,"₪ 5,145","1,255 reviews",Deluxe Guest Room,1 queen bed,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Pestana Park Avenue,"Murray Hill, New York",1.9 km from center,8.5,Very Good,"₪ 4,140",828 reviews,Superior Room,1 queen bed,Free cancellation,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Residence Inn by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.4,Very Good,"₪ 5,031","1,286 reviews",King Studio,"Entire studio • 1 bathroom • 1 kitchen • 20m²
1 king bed",Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
The Marlton Hotel,"Greenwich Village, New York",4.1 km from center,8.2,Very Good,"₪ 4,224",657 reviews,Petite Full Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
HGU New York,"Manhattan, New York",2.4 km from center,7.4,Good,"₪ 3,968","1,535 reviews",Queen Deluxe,1 queen bed,Free cancellation,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Sonesta Simply Suites Jersey City,Jersey City,6.8 km from center,8.5,Very Good,"₪ 3,364",656 reviews,Studio Queen Suite with Roll-In Shower - Mobility Accessible,1 queen bed,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Times Square EDITION New York,"Manhattan, New York",1 km from center,8.5,Very Good,"₪ 8,805",677 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
The Ludlow Hotel,"Lower East Side, New York",5.2 km from center,8.9,Excellent,"₪ 5,448",896 reviews,Queen Studio - High Floor,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
The Time New York,"Manhattan, New York",0.8 km from center,7.5,Good,"₪ 4,315","1,221 reviews",Superior King Room,1 king bed,Prepayment,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
OYO Times Square,"Manhattan, New York",1 km from center,6.9,Review score,"₪ 3,140","1,120 reviews",Standard Full,1 full bed,Free cancellation,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
The Evelyn NoMad,"NoMad, New York",2.7 km from center,7.6,Good,"₪ 5,563","2,617 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
The Kitano Hotel New York,"Murray Hill, New York",2.1 km from center,8.5,Very Good,"₪ 5,211",460 reviews,Superior King Room,1 king bed,Free cancellation,2023-04-23-2023-04-27,2023-03-26,4 nights,28.0
Margaritaville Resort Times Square,"Manhattan, New York",1.5 km from center,8.8,Excellent,"₪ 5,299","1,470 reviews",Deluxe King Room,1 king bed,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Pod Brooklyn,"Williamsburg, Brooklyn",6.2 km from center,8.2,Very Good,"₪ 2,546","2,888 reviews",Queen Pod,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Holland Hotel Free Parking Jersey City,Jersey City,6.5 km from center,8.3,Very Good,"₪ 2,755",965 reviews,Standard Double Room,,Prepayment,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
The Tillary Hotel Brooklyn,"Downtown Brooklyn, Brooklyn",8 km from center,7.5,Good,"₪ 3,666",226 reviews,Classic King,Multiple bed types,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
TownePlace Suites by Marriott New York Manhattan/Chelsea,"Chelsea, New York",2.5 km from center,8.1,Very Good,"₪ 5,439","2,468 reviews",King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Sheraton Brooklyn New York,"Downtown Brooklyn, Brooklyn",8.5 km from center,7.1,Good,"₪ 3,436","1,815 reviews","Club level, Guest room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
The Cloud One New York-Downtown,"Wall Street - Financial District, New York",7 km from center,8.2,Very Good,"₪ 4,546",652 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Pod Times Square,"Hell's Kitchen, New York",1.4 km from center,8.1,Very Good,"₪ 3,834","13,015 reviews",Bunk Pod,2 twin beds,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
SpringHill Suites by Marriott New York Manhattan Chelsea,"Chelsea, New York",2.5 km from center,8.2,Very Good,"₪ 5,391","4,017 reviews",King Room,"Private suite
1 king bed",FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,"Hell's Kitchen, New York",0.7 km from center,7.9,Good,"₪ 5,337","1,049 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
The FIDI Hotel,"Wall Street - Financial District, New York",7.6 km from center,8.9,Excellent,"₪ 3,982",23 reviews,Superior Corner Queen,1 queen bed,FREE cancellation • No prepayment needed,2023-04-23-2023-04-28,2023-03-26,5 nights,28.0
